Game_name,Game_platform,Game_release_date,Game_developer,Game_distribution,Game_genre,Critic_score_0_100,Critic_num_reviews,User_score_0_10,User_num_reviews,Link
Super Bubble Pop,PlayStation,2003-01-03,Runecraft,Jaleco Entertainment,Matching Puzzle,54.0,12.0,,,/game/super-bubble-pop/
Super Bust-A-Move,PC,2000-11-26,Taito Corporation,Acclaim,Matching Puzzle,75.0,11.0,,,/game/super-bust-a-move/
Super Bust-A-Move 2,PlayStation 2,2002-09-24,Taito Corporation,Ubisoft,Matching Puzzle,73.0,13.0,,,/game/super-bust-a-move-2/
Super Cane Magic Zero,PC,2019-05-30,STUDIO EVIL,IntraGames,JRPG,77.0,8.0,5.4,13.0,/game/super-cane-magic-zero/
Super Chariot,Nintendo Switch,2018-05-10,Frima Studio,Microids,2D Platformer,76.0,9.0,7.7,15.0,/game/super-chariot/
Super Cloudbuilt,PC,2017-07-25,"Coilworks, Double Eleven",Double Eleven,Action Adventure,78.0,10.0,6.7,10.0,/game/super-cloudbuilt/
Super Collapse! 3,DS,2007-10-30,MacPlay,MumboJumbo,Puzzle,71.0,10.0,,,/game/super-collapse-3/
Super Contra,PlayStation 4,2007-07-25,Konami,Konami,2D Platformer,61.0,10.0,5.8,10.0,/game/super-contra/
Super Crazy Rhythm Castle,PlayStation 5,2023-11-14,Second Impact Games,Konami,Rhythm,60.0,8.0,,,/game/super-crazy-rhythm-castle/
Super Crush K.O.,Nintendo Switch,2020-01-16,Vertex Pop,Vertex Pop,2D Platformer,77.0,27.0,7.8,13.0,/game/super-crush-ko/
Super Daryl Deluxe,PC,2018-04-10,Dan & Gary Games,Dan & Gary Games,Action RPG,72.0,11.0,7.3,14.0,/game/super-daryl-deluxe/
Super Destronaut,Wii U,2015-03-19,Petite Games,Petite Games,Vertical Shoot-'Em-Up,,,,,https://www.metacritic.com/game/super-destronaut
Super Dodge Ball Advance,Game Boy Advance,2001-06-10,Million,Atlus,Team Sports,79.0,11.0,7.8,5.0,/game/super-dodge-ball-advance/
Super Dodgeball Brawlers,DS,2008-05-27,Million,Aksys Games,Team Sports,65.0,12.0,,,/game/super-dodgeball-brawlers/
Super Dragon Ball Heroes: World Mission,Nintendo Switch,2019-04-05,Safari Games,Bandai Namco Games,Card Battle,69.0,31.0,7.6,45.0,/game/super-dragon-ball-heroes-world-mission/
Super Dragon Ball Z,PlayStation 2,2006-07-18,Crafts & Meister,Atari SA,3D Fighting,72.0,31.0,7.4,28.0,/game/super-dragon-ball-z/
Super Dungeon Bros,PC,2016-11-01,React Games,Wired Productions,Roguelike,53.0,11.0,2.5,17.0,/game/super-dungeon-bros/
Super Dungeon Maker,PC,2023-05-03,FIRECHICK,rokaplay,Action Adventure,70.0,8.0,,,/game/super-dungeon-maker/
Super Duper Flying Genocide 2017,PC,2016-12-29,CharlieH,CharlieH,Action,,,,,https://www.metacritic.com/game/super-duper-flying-genocide-2017
Super Exploding Zoo,PlayStation 4,2015-06-02,Honeyslug Ltd,Honeyslug Ltd,Puzzle,69.0,7.0,5.0,37.0,/game/super-exploding-zoo/
Super Galaxy Squadron,PC,2015-01-23,Psyche Studios,New Blood Interactive,Vertical Shoot-'Em-Up,70.0,7.0,7.8,6.0,/game/super-galaxy-squadron/
Super Ghouls 'N Ghosts,PlayStation 3,2002-09-23,Affect,Capcom,2D Platformer,78.0,19.0,8.1,21.0,/game/super-ghouls-n-ghosts/
Super Hexagon,PC,2012-08-31,Terry Cavanagh,Terry Cavanagh,Arcade,86.0,17.0,7.3,47.0,https://www.metacritic.com/game/super-hexagon
Super Hydorah,Xbox One,2017-09-20,Locomalito,Abylight,Horizontal Shoot-'Em-Up,82.0,7.0,6.9,8.0,/game/super-hydorah/
Super Little Acorns 3D Turbo,3DS,2013-04-18,Pixel Toys,Pixel Toys,2D Platformer,77.0,12.0,7.2,14.0,/game/super-little-acorns-3d-turbo/
Super Lucky'S Tale,Xbox One,2017-11-07,Playful Corp.,Microsoft Game Studios,3D Platformer,64.0,54.0,7.0,195.0,/game/super-luckys-tale/
Super Mario 3D All-Stars,Nintendo Switch,2020-09-18,Nintendo,Nintendo,Compilation,82.0,111.0,6.4,893.0,/game/super-mario-3d-all-stars/
Super Mario 3D Land,3DS,2011-11-13,Nintendo,Nintendo,3D Platformer,90.0,82.0,8.4,1521.0,/game/super-mario-3d-land/
Super Mario 3D World,Wii U,2013-11-22,Nintendo,Nintendo,3D Platformer,93.0,83.0,8.8,2289.0,/game/super-mario-3d-world/
Super Mario 3D World + Bowser'S Fury,Nintendo Switch,2021-02-12,Nintendo,Nintendo,3D Platformer,89.0,129.0,8.7,1071.0,/game/super-mario-3d-world-plus-bowsers-fury/
Super Mario 64,Nintendo 64,2004-11-20,Nintendo,Nintendo,3D Platformer,85.0,54.0,8.4,533.0,/game/super-mario-64/
Super Mario Advance,Game Boy Advance,2001-06-10,Nintendo,Nintendo,2D Platformer,84.0,19.0,8.3,121.0,/game/super-mario-advance/
Super Mario Advance 4: Super Mario Bros. 3,Game Boy Advance,2003-10-21,Nintendo,Nintendo,2D Platformer,94.0,25.0,9.0,396.0,/game/super-mario-advance-4-super-mario-bros-3/
Super Mario All-Stars,Wii,2010-12-12,Nintendo,Nintendo,Compilation,70.0,29.0,7.7,105.0,/game/super-mario-all-stars/
Super Mario Bros.,Nintendo Switch,2004-06-02,Nintendo,Nintendo,2D Platformer,84.0,14.0,8.3,142.0,/game/classic-nes-series-super-mario-bros/
Super Mario Bros. 35,Nintendo Switch,2020-10-01,Nintendo,Nintendo,2D Platformer,75.0,30.0,7.5,98.0,/game/super-mario-bros-35/
Super Mario Bros. Wonder,Nintendo Switch,2023-10-20,Nintendo,Nintendo,2D Platformer,92.0,135.0,9.1,2030.0,/game/super-mario-bros-wonder/
Super Mario Galaxy,Wii,2007-11-12,Nintendo,Nintendo,3D Platformer,97.0,73.0,9.1,3568.0,/game/super-mario-galaxy/
Super Mario Galaxy 2,Wii,2010-05-23,Nintendo EAD Tokyo,Nintendo,3D Platformer,97.0,87.0,9.0,2602.0,/game/super-mario-galaxy-2/
Super Mario Maker,Wii U,2015-09-11,Nintendo,Nintendo,2D Platformer,88.0,87.0,8.7,935.0,/game/super-mario-maker/
Super Mario Maker 2,Nintendo Switch,2019-06-28,Nintendo,Nintendo,2D Platformer,88.0,106.0,8.5,1076.0,/game/super-mario-maker-2/
Super Mario Odyssey,Nintendo Switch,2017-10-27,Nintendo,Nintendo,3D Platformer,97.0,123.0,8.9,8504.0,/game/super-mario-odyssey/
Super Mario Party,Nintendo Switch,2018-10-05,Nd Cube,Nintendo,Party,76.0,89.0,7.0,697.0,/game/super-mario-party/
Super Mario Rpg,Nintendo Switch,2023-11-17,ArtePiazza,Nintendo,JRPG,84.0,118.0,8.3,292.0,/game/super-mario-rpg/
Super Mario Strikers,GameCube,2005-12-05,Next Level Games,Nintendo,Soccer,76.0,39.0,8.6,102.0,/game/super-mario-strikers/
Super Mario Sunshine,GameCube,2002-08-26,Nintendo,Nintendo,3D Platformer,92.0,61.0,8.3,1082.0,/game/super-mario-sunshine/
Super Mario World: Super Mario Advance 2,Game Boy Advance,2002-02-09,Nintendo,Nintendo,2D Platformer,92.0,28.0,9.1,335.0,/game/super-mario-world-super-mario-advance-2/
Super Meat Boy,Xbox 360,2010-10-20,Team Meat,Team Meat,2D Platformer,90.0,51.0,8.0,373.0,/game/super-meat-boy/
Super Meat Boy Forever,iOS (iPhone/iPad),2020-12-23,Team Meat,Team Meat,2D Platformer,66.0,37.0,5.3,87.0,/game/super-meat-boy-forever/
Super Mega Baseball,PlayStation 3,2014-12-16,Metalhead Software,Metalhead Software,Baseball,85.0,14.0,7.2,76.0,/game/super-mega-baseball/
Super Mega Baseball 2,Xbox One,2018-05-01,Metalhead Software,Metalhead Software,Baseball,81.0,21.0,7.2,25.0,/game/super-mega-baseball-2/
Super Mega Baseball 3,PlayStation 4,2020-05-13,Metalhead Software,Metalhead Software,Baseball,83.0,12.0,7.3,16.0,/game/super-mega-baseball-3/
Super Mega Baseball 4,PlayStation 5,2023-06-02,Metalhead Software,Electronic Arts,Baseball,79.0,13.0,5.5,13.0,/game/super-mega-baseball-4/
Super Monday Night Combat,PC,2012-04-19,Uber Entertainment,Uber Entertainment,MOBA,76.0,7.0,3.7,214.0,/game/super-monday-night-combat/
Super Monkey Ball,GameCube,2001-11-17,Amusement Vision,Sega,Party,87.0,28.0,8.2,79.0,/game/super-monkey-ball/
Super Monkey Ball 2,GameCube,2002-08-25,Amusement Vision,Sega,Party,87.0,34.0,8.2,82.0,/game/super-monkey-ball-2/
Super Monkey Ball 3D,3DS,2011-03-27,Sega,Sega,Action,55.0,57.0,5.4,43.0,/game/super-monkey-ball-3d/
Super Monkey Ball Adventure,GameCube,2006-08-01,Traveller's Tales,Sega,3D Platformer,53.0,32.0,6.4,5.0,/game/super-monkey-ball-adventure/
Super Monkey Ball Deluxe,PlayStation 2,2005-03-15,Sega,Sega,Party,81.0,25.0,7.6,13.0,/game/super-monkey-ball-deluxe/
Super Monkey Ball Jr.,Game Boy Advance,2002-11-19,Realism Ltd,THQ,Puzzle,82.0,20.0,7.2,16.0,/game/super-monkey-ball-jr/
Super Monkey Ball: Banana Blitz,Wii,2006-11-14,Sega,Sega,Party,74.0,53.0,5.7,43.0,/game/super-monkey-ball-banana-blitz/
Super Monkey Ball: Banana Blitz Hd,PlayStation 4,2019-10-29,Ryu ga Gotoku Studios,Sega,Party,63.0,24.0,4.9,44.0,/game/super-monkey-ball-banana-blitz-hd/
Super Monkey Ball: Banana Mania,Nintendo Switch,2021-10-05,Sega,Sega,Compilation,76.0,32.0,7.2,44.0,/game/super-monkey-ball-banana-mania/
Super Monkey Ball: Banana Splitz,PlayStation Vita,2012-10-23,Marvelous AQL,Sega,Party,66.0,31.0,7.3,24.0,/game/super-monkey-ball-banana-splitz/
Super Monkey Ball: Step & Roll,Wii,2010-02-09,Sega,Sega,Action,59.0,36.0,7.1,14.0,/game/super-monkey-ball-step-and-roll/
Super Monkey Ball: Touch & Roll,DS,2006-02-21,Sega,Sega,Party,63.0,40.0,7.3,15.0,/game/super-monkey-ball-touch-and-roll/
Super Motherload,PlayStation 4,2013-11-15,XGenStudios,XGenStudios,Action Puzzle,65.0,20.0,6.7,91.0,/game/super-motherload/
Super Mutant Alien Assault,PC,2016-07-12,Cybernate,Fellow Traveller,2D Platformer,67.0,7.0,3.8,5.0,/game/super-mutant-alien-assault/
Super Neptunia Rpg,PlayStation 4,2019-06-25,Artisan Studios,Idea Factory,Action RPG,60.0,14.0,3.9,23.0,/game/super-neptunia-rpg/
Super One More Jump,Nintendo Switch,2018-01-25,SMG Studio,SMG Studio,2D Platformer,81.0,10.0,8.4,33.0,/game/super-one-more-jump/
Super Pac-Man,Nintendo Switch,,Beam Software,Thunder Mountain,Arcade,,,,,https://www.metacritic.com/game/arcade-archives-super-pac-man
Super Paper Mario,Wii,2007-04-09,Intelligent Systems,Nintendo,Action RPG,85.0,56.0,8.1,553.0,/game/super-paper-mario/
Super Princess Peach,DS,2006-02-27,TOSE,Nintendo,2D Platformer,75.0,48.0,7.9,73.0,/game/super-princess-peach/
Super Puzzle Fighter Ii Turbo,Game Boy Advance,2003-03-31,Atomic Planet Entertainment,Capcom,Matching Puzzle,83.0,22.0,,,/game/super-puzzle-fighter-ii-turbo/
Super Puzzle Fighter Ii Turbo Hd Remix,PlayStation 3,2007-08-29,Backbone Entertainment,Capcom,Matching Puzzle,83.0,20.0,6.4,8.0,/game/super-puzzle-fighter-ii-turbo-hd-remix/
Super Robot Taisen Og Saga: Endless Frontier,DS,2009-04-29,Monolith Soft,Atlus,JRPG,73.0,22.0,7.6,18.0,/game/super-robot-taisen-og-saga-endless-frontier/
Super Robot Taisen: Original Generation,Game Boy Advance,2006-08-08,Banpresto,Atlus,Turn-Based Tactics,72.0,13.0,6.4,10.0,/game/super-robot-taisen-original-generation/
Super Robot Taisen: Original Generation 2,Game Boy Advance,2006-11-14,Banpresto,Atlus,Turn-Based Tactics,82.0,7.0,7.9,7.0,/game/super-robot-taisen-original-generation-2/
Super Robot Wars 30,Nintendo Switch,2021-10-27,B.B.Studio,Bandai Namco Games,Turn-Based Tactics,79.0,15.0,7.4,15.0,/game/super-robot-wars-30/
Super Rub A Dub,PlayStation 3,2007-05-02,Sumo Digital,SCEA,Puzzle,49.0,13.0,5.1,11.0,/game/super-rub-a-dub/
Super Rude Bear Resurrection,Xbox One,2017-05-02,Alex Rose,Alex Rose,2D Platformer,78.0,12.0,5.0,6.0,/game/super-rude-bear-resurrection/
Super Runabout: San Francisco Edition,Dreamcast,2000-10-24,Climax Entertainment,Interplay,Auto Racing,65.0,11.0,7.3,6.0,/game/super-runabout-san-francisco-edition/
Super Sanctum Td,PC,2014-01-15,Coffee Stain Studios,Coffee Stain Studios,Defense,,,,,https://www.metacritic.com/game/super-sanctum-td
Super Scribblenauts,DS,2010-10-12,5TH Cell,Warner Bros. Interactive Entertainment,Action Puzzle,81.0,53.0,8.3,65.0,/game/super-scribblenauts/
Super Seducer 2,PC,2018-09-13,RLR Training Inc,RLR Training Inc,Visual Novel,45.0,6.0,7.2,38.0,https://www.metacritic.com/game/super-seducer-2
Super Seducer 3: The Final Seduction,PC,2021-03-26,RLR Training Inc,PUA Training Ltd.,Visual Novel,33.0,4.0,6.0,7.0,https://www.metacritic.com/game/super-seducer-3
Super Seducer: How To Talk To Girls,PC,2018-03-06,RLR Training Inc,RLR Training Inc,Visual Novel,35.0,8.0,6.4,53.0,/game/super-seducer-how-to-talk-to-girls/
Super Smash Bros.,Nintendo 64,1999-04-26,HAL Labs,Nintendo,2D Fighting,79.0,11.0,8.6,484.0,/game/super-smash-bros/
Super Smash Bros. Brawl,Wii,2008-03-09,Game Arts,Nintendo,2D Fighting,93.0,81.0,8.8,1525.0,/game/super-smash-bros-brawl/
Super Smash Bros. Melee,GameCube,2001-12-03,HAL Labs,Nintendo,2D Fighting,92.0,38.0,9.0,949.0,/game/super-smash-bros-melee/
Super Smash Bros. Ultimate,Nintendo Switch,2018-12-07,Nintendo,Nintendo,2D Fighting,93.0,110.0,8.6,4215.0,/game/super-smash-bros-ultimate/
Super Smash Bros. For Nintendo 3Ds / Wii U,3DS,2014-11-21,Bandai Namco Games,Nintendo,2D Fighting,92.0,77.0,8.8,2190.0,/game/super-smash-bros-for-nintendo-3ds-wii-u/
Super Star,PC,2016-08-11,SakuraGame,SakuraGame,Visual Novel,,,,,https://www.metacritic.com/game/super-star
Super Stardust Delta,PlayStation Vita,2012-02-14,Housemarque,Sony Interactive Entertainment,Top-Down Shoot-'Em-Up,82.0,42.0,8.0,117.0,/game/super-stardust-delta/
Super Stardust Hd,PlayStation 3,2007-06-28,Housemarque,SCEA,Top-Down Shoot-'Em-Up,85.0,21.0,7.3,78.0,/game/super-stardust-hd/
Super Stardust Portable,PSP,2008-12-04,Housemarque,SCEA,Top-Down Shoot-'Em-Up,69.0,9.0,4.8,11.0,/game/super-stardust-portable/
Super Stardust Ultra,PlayStation 4,2015-02-10,D3T,SCEA,Top-Down Shoot-'Em-Up,74.0,33.0,7.1,35.0,/game/super-stardust-ultra/
Super Stardust Ultra Vr,PlayStation 4,2016-10-10,Sony Interactive Entertainment,Sony Interactive Entertainment,Top-Down Shoot-'Em-Up,66.0,13.0,7.0,17.0,/game/super-stardust-ultra-vr/
Super Street Fighter Ii Turbo Hd Remix,Xbox 360,2008-11-26,Backbone Entertainment,Capcom,2D Fighting,88.0,34.0,7.0,38.0,/game/super-street-fighter-ii-turbo-hd-remix/
Super Street Fighter Ii Turbo: Revival,Game Boy Advance,2001-10-30,Capcom,Capcom,2D Fighting,84.0,17.0,7.2,23.0,/game/super-street-fighter-ii-turbo-revival/
Super Street Fighter Iv,Xbox 360,2011-03-27,Capcom,Capcom,2D Fighting,85.0,69.0,8.0,248.0,/game/super-street-fighter-iv/
Super Street Fighter Iv: Arcade Edition,PlayStation 3,2011-06-28,Capcom,Capcom,2D Fighting,78.0,32.0,7.2,56.0,/game/super-street-fighter-iv-arcade-edition/
Super Swing Golf,Wii,2006-12-12,Ntreev Soft,Tecmo,Golf Sim,72.0,44.0,,,/game/super-swing-golf/
Super Swing Golf Season 2,Wii,2007-12-11,Tecmo,Tecmo,Golf,70.0,17.0,,,/game/super-swing-golf-season-2/
Super Time Force,Xbox 360,2014-05-14,Capy Games,Capy Games,2D Platformer,80.0,36.0,6.5,119.0,/game/super-t-i-m-e-force/
Super Toy Cars,PC,2014-07-24,Eclipse Games,Eclipse Games,Auto Racing,56.0,13.0,7.4,7.0,/game/super-toy-cars/
Super Trucks Racing,PlayStation 2,2003-10-29,Jester Interactive,XS Games,Auto Racing Sim,66.0,8.0,,,/game/super-trucks-racing/
Super Ultra Dead Rising 3' Arcade Remix Hyper Edition Ex Plus Alpha,Xbox One,2014-06-09,Capcom Vancouver,Capcom,Open-World Action,75.0,13.0,6.2,33.0,/game/super-ultra-dead-rising-3-arcade-remix-hyper/
Super Ultra Star Shooter,Wii U,2017-09-28,Ultra Dolphin Revolution,Ultra Dolphin Revolution,Horizontal Shoot-'Em-Up,,,,,https://www.metacritic.com/game/super-ultra-star-shooter
Superepic: The Entertainment War,PC,2019-12-12,Numskull Games,Numskull Games,2D Platformer,76.0,10.0,7.6,21.0,/game/superepic-the-entertainment-war/
Superhypercube,PC,2016-10-10,KOKOROMI,Polytron Corp.,Puzzle,74.0,15.0,6.7,19.0,/game/superhypercube/
Superpower,PC,2002-03-28,GolemLabs,DreamCatcher Interactive,Turn-Based Strategy,39.0,7.0,3.5,,/game/superpower/
Superpower 2,PC,2004-10-11,GolemLabs,DreamCatcher Interactive,Real-Time Strategy,51.0,19.0,8.8,39.0,/game/superpower-2/
Superpower 3,PC,2022-10-07,GolemLabs,THQ Nordic,Real-Time Strategy,49.0,4.0,,,https://www.metacritic.com/game/superpower-3
Superbike '99,PC,2000-09-15,,,Auto Racing,,,,,https://www.metacritic.com/game/superbike-99
Superbike 2001,PC,2000-10-09,Milestone S.r.l,EA Sports,Auto Racing Sim,88.0,12.0,7.3,13.0,/game/superbike-2001/
Superbike Challenge,PC,,,,Auto Racing,,,,,https://www.metacritic.com/game/superbike-challenge
Superbike World Champions,PC,1998-04-30,Interactive Entertainment,Intense Entertainment,Auto Racing Sim,,,,,https://www.metacritic.com/game/superbike-world-champions
Supercar Street Challenge,PC,2001-10-22,Exakt,Activision,Auto Racing Sim,57.0,15.0,,,/game/supercar-street-challenge/
Supercross 2000,Nintendo 64,1999-10-31,MBL Research,Electronic Arts,Arcade Racing,,,,,/game/supercross-2000/
Superdimension Neptune Vs Sega Hard Girls,PlayStation Vita,2016-10-18,Compile Heart,Idea Factory,JRPG,72.0,17.0,8.1,22.0,/game/superdimension-neptune-vs-sega-hard-girls/
Superflight,PC,2017-11-08,GrizzlyGames,GrizzlyGames,Aircraft Sim,7.4,28.0,,,https://www.metacritic.com/game/superflight
Superfrog,PC,,Team17,Ocean,2D Platformer,,,,,https://www.metacritic.com/game/superfrog
Superfrog Hd,PlayStation 3,2013-08-06,Team17,Team17,2D Platformer,61.0,13.0,6.2,17.0,/game/superfrog-hd/
Superhero Girls,PC,2022-08-24,IR Studio,IR Studio,Puzzle,,,,,https://www.metacritic.com/game/superhero-girls
Superliminal,PC,2019-11-12,Pillow Castle Games,Pillow Castle Games,First-Person Adventure,74.0,38.0,7.8,276.0,/game/superliminal/
Superman Returns,Xbox 360,2006-11-20,EA Tiburon,EA Games,Open-World Action,51.0,48.0,0.5,189.0,/game/superman-returns/
Superman: Shadow Of Apokolips,GameCube,2002-09-25,Infogrames Sheffield,Infogrames,3D Platformer,64.0,22.0,2.3,6.0,/game/superman-shadow-of-apokolips/
Superman: The Man Of Steel,Xbox,2002-11-19,Circus Freak,Atari SA,Action Adventure,44.0,19.0,1.2,22.0,/game/superman-the-man-of-steel/
Supersonic Acrobatic Rocket-Powered Battle-Cars,PlayStation 3,2008-10-09,Psyonix,Psyonix,Action,67.0,16.0,7.2,61.0,/game/supersonic-acrobatic-rocket-powered-battle-cars/
Superstars V8 Racing,Xbox 360,2010-10-26,Milestone S.r.l,O-Games,Auto Racing Sim,66.0,29.0,5.3,11.0,/game/superstars-v8-racing/
Supremacy Mma,PlayStation 3,2011-09-20,Kung Fu Factory,505 Games,Combat Sport,47.0,17.0,5.7,6.0,/game/supremacy-mma/
Supremacy: Four Paths To Power,PC,2005-03-09,Black Hammer Game,Matrix Games,Turn-Based Strategy,57.0,11.0,,,/game/supremacy-four-paths-to-power/
Supreme Commander,PC,2007-02-20,Gas Powered Games,THQ,Command RTS,86.0,44.0,8.4,230.0,/game/supreme-commander/
Supreme Commander 2,PC,2010-03-01,Gas Powered Games,Square Enix,Command RTS,77.0,54.0,6.4,198.0,/game/supreme-commander-2/
Supreme Commander: Forged Alliance,PC,2007-11-06,Gas Powered Games,THQ,Command RTS,81.0,35.0,8.7,235.0,/game/supreme-commander-forged-alliance/
Supreme League Of Patriots,PC,2015-01-29,No Bull Intentions,Phoenix Online Publishing,Adventure,56.0,8.0,4.6,11.0,/game/supreme-league-of-patriots/
Supreme Ruler 2010,PC,2005-05-12,BattleGoat Studios,Strategy First,Turn-Based Strategy,69.0,9.0,5.7,14.0,/game/supreme-ruler-2010/
Supreme Ruler 2020,PC,2008-07-01,BattleGoat Studios,Paradox Interactive,Turn-Based Strategy,65.0,17.0,6.5,24.0,/game/supreme-ruler-2020/
Supreme Ruler: Cold War,PC,2011-07-19,BattleGoat Studios,Paradox Interactive,Turn-Based Strategy,63.0,12.0,6.8,28.0,/game/supreme-ruler-cold-war/
Surf Rocket Racers,Dreamcast,2001-02-28,CRI,Crave,Future Racing,55.0,9.0,7.8,6.0,/game/surf-rocket-racers/
Surf World Series,PlayStation 4,2017-08-29,Climax Studios,Vision Games Publishing LTD,Surfing,65.0,8.0,,,/game/surf-world-series/
Surf'S Up,GameCube,2007-05-30,Ubisoft,Ubisoft,Surfing,61.0,15.0,6.3,,/game/surfs-up/
Surfing H3O,PlayStation 2,2000-10-26,Opus,Rockstar Games,Surfing,46.0,15.0,3.2,10.0,/game/surfing-h3o/
Surge Deluxe,PlayStation Vita,2014-02-04,FuturLab,FuturLab,Action Puzzle,77.0,18.0,7.0,20.0,/game/surge-deluxe/
Surgeon Simulator 2013,iOS (iPhone/iPad),2014-08-12,Bossa Studios,Bossa Studios,Virtual Career,56.0,19.0,5.1,77.0,/game/surgeon-simulator-2013/
Surgeon Simulator 2: Access All Areas,PC,2020-08-27,Bossa Studios,Bossa Studios,Virtual Career,70.0,22.0,6.1,24.0,/game/surgeon-simulator-2-access-all-areas/
Surgeon Simulator Cpr,Nintendo Switch,2018-09-13,Bossa Studios,Bossa Studios,Virtual Career,59.0,7.0,3.8,10.0,/game/surgeon-simulator-cpr/
Surgeon Simulator: Experience Reality,PlayStation 4,2016-12-03,Bossa Studios,Bossa Studios,Virtual Career,43.0,8.0,4.5,15.0,/game/surgeon-simulator-experience-reality/
Survival Machine,PC,,Grapes Pickers,Games Operators,Sandbox,,,,,https://www.metacritic.com/game/survival-machine
Survivalist,Xbox 360,2014-09-06,Bob the Game Development Bot,Bob the Game Development Bot,Action,8.4,18.0,,,https://www.metacritic.com/game/survivalist
Surviving Mars,PC,2018-03-15,Haemimont Games,Paradox Interactive,Management,76.0,43.0,7.1,224.0,/game/surviving-mars/
Surviving Mars: Green Planet,PC,2019-05-16,Haemimont Games,Paradox Interactive,Management,78.0,7.0,4.8,5.0,/game/surviving-mars-green-planet/
Survivor (2001),PC,2001-11-12,Magic Lantern,Infogrames,Adventure,26.0,7.0,2.0,,/game/survivor-2001/
Sushi Striker: The Way Of Sushido,3DS,2018-06-08,indieszero,Nintendo,Matching Puzzle,76.0,46.0,7.8,69.0,/game/sushi-striker-the-way-of-sushido/
Suzerain,PC,2020-12-04,Torpor Games,Fellow Traveller,4X Strategy,81.0,12.0,8.1,69.0,/game/suzerain/
Suzuki Tt Superbikes,PlayStation 2,2005-08-04,Jester Interactive,Valcon Games,Auto Racing Sim,71.0,7.0,,,/game/suzuki-tt-superbikes/
Swapquest,iOS (iPhone/iPad),2016-02-23,Constantin Graf,Constantin Graf,JRPG,64.0,10.0,7.0,6.0,/game/swapquest/
Swarm (2011),PlayStation 3,2011-03-23,Hothead Games,Ignition Entertainment,Miscellaneous,69.0,41.0,7.6,5.0,/game/swarm-2011/
Swarm 2,PC,2024-03-07,Greensky games,Greensky games,Light Gun,84.0,4.0,,,https://www.metacritic.com/game/swarm-2
Swashbucklers: Blue Vs. Grey,PlayStation 2,2007-11-20,Akella,Atari SA,Action Adventure,45.0,16.0,5.0,5.0,/game/swashbucklers-blue-vs-grey/
Sweatshop,PC,2016-07-22,DUCK,Sometimes You,Virtual Career,,,,,https://www.metacritic.com/game/sweatshop
Sweet Beauties,PC,2023-11-08,IR Studio,IR Studio,Action,,,,,https://www.metacritic.com/game/sweet-beauties
