Game_name,Game_platform,Game_release_date,Game_developer,Game_distribution,Game_genre,Critic_score_0_100,Critic_num_reviews,User_score_0_10,User_num_reviews,Link
Steep,PlayStation 4,2016-11-29,Ubisoft Annecy,Ubisoft,Skiing,71.0,65.0,6.4,318.0,/game/steep/
Steep: Road To The Olympics,PlayStation 4,2017-12-05,Ubisoft Annecy,Ubisoft,Skiing,70.0,21.0,6.8,12.0,/game/steep-road-to-the-olympics/
Steins;Gate,Xbox 360,2015-08-25,5pb,PQube,Visual Novel,83.0,16.0,9.0,168.0,/game/steins-gate/
Steins;Gate 0,PlayStation Vita,2016-11-29,5pb,PQube,Visual Novel,81.0,20.0,8.6,115.0,/game/steinsgate-0/
Steins;Gate Elite,PlayStation Vita,2019-02-19,Mages.,Spike Chunsoft,Visual Novel,86.0,22.0,7.7,72.0,/game/steinsgate-elite/
Stela,Xbox One,2019-10-17,SkyBox Labs,SkyBox Labs,2D Platformer,73.0,19.0,6.4,15.0,/game/stela/
Stella Deus: The Gate Of Eternity,PlayStation 2,2005-04-26,Pinegrow,Atlus,Turn-Based Tactics,75.0,31.0,8.3,24.0,/game/stella-deus-the-gate-of-eternity/
Stella Glow,3DS,2015-11-17,Imageepoch,Atlus,Turn-Based Strategy,79.0,32.0,8.4,130.0,/game/stella-glow/
Stellar Blade,PlayStation 5,2024-04-26,SHIFT UP Corporation,Sony Interactive Entertainment,Action Adventure,82.0,127.0,9.2,4718.0,https://www.metacritic.com/game/stellar-blade
Stellaris,PC,2016-05-09,Paradox Development Studio,Paradox Interactive,Real-Time Strategy,78.0,59.0,8.0,1035.0,/game/stellaris/
Stellaris: Apocalypse,PC,2018-02-22,Paradox Development Studio,Paradox Interactive,Real-Time Strategy,73.0,10.0,7.1,27.0,/game/stellaris-apocalypse/
Stellaris: Megacorp,PC,2018-12-06,Paradox Interactive,Paradox Interactive,Real-Time Strategy,75.0,7.0,6.1,16.0,/game/stellaris-megacorp/
Stellaris: Utopia,PlayStation 4,2017-04-06,Paradox Development Studio,Paradox Interactive,Real-Time Strategy,82.0,11.0,8.3,51.0,/game/stellaris-utopia/
Stephen'S Sausage Roll,PC,2016-04-18,increpare,increpare,Action Puzzle,90.0,12.0,5.6,100.0,/game/stephens-sausage-roll/
Steredenn,PC,2016-04-01,Pixelnest Studio,Plug In Digital,Horizontal Shoot-'Em-Up,79.0,7.0,6.5,11.0,/game/steredenn/
Steredenn: Binary Stars,Nintendo Switch,2018-03-08,Plug In Digital,Plug In Digital,Horizontal Shoot-'Em-Up,79.0,12.0,7.9,26.0,/game/steredenn-binary-stars/
Stick It To The Man!,PlayStation 3,2013-11-19,Zoink!,Ripstone,3D Platformer,79.0,17.0,7.7,67.0,/game/stick-it-to-the-man/
Stifled,PC,2017-10-31,Gattai Games,Gattai Games,First-Person Adventure,63.0,13.0,6.2,9.0,/game/stifled/
Stikbold! A Dodgeball Adventure,PlayStation 4,2016-04-05,Reign Bros,Reign Bros,Arcade,75.0,15.0,7.0,22.0,/game/stikbold-a-dodgeball-adventure/
Still Life,Xbox,2005-06-06,Microids,The Adventure Company,Point-and-Click,70.0,29.0,7.3,6.0,/game/still-life/
Still Life 2,PC,2009-08-11,GameCo,Encore Software,Adventure,67.0,15.0,5.7,56.0,/game/still-life-2/
Still There,PC,2019-11-20,GhostShark Games,Iceberg Interactive,Adventure,77.0,9.0,7.9,12.0,/game/still-there/
Still Wakes The Deep,Xbox Series X,2024-06-18,The Chinese Room,Secret Mode,Survival,,,,,https://www.metacritic.com/game/still-wakes-the-deep
Stirring Abyss,PC,2020-10-29,Sleepy Sentry,Slitherine,Turn-Based Tactics,76.0,7.0,7.6,9.0,/game/stirring-abyss/
Stitchy In Tooki Trouble,Nintendo Switch,2021-04-15,Polygoat,Polygoat,2D Platformer,58.0,13.0,,,/game/stitchy-in-tooki-trouble/
Stock Car Crash,PlayStation 2,2006-04-28,Brain in a Jar,Midas Interactive Entertainment,Auto Racing Sim,,,,,https://www.metacritic.com/game/stock-car-crash
Stoked,Xbox 360,2009-02-26,Bongfish,Destineer,Skiing,68.0,34.0,6.6,5.0,/game/stoked/
Stoked: Big Air Edition,PC,2009-11-23,Bongfish,Destineer,Skiing,72.0,21.0,7.0,7.0,/game/stoked-big-air-edition/
Stolen (2005),PlayStation 2,2005-04-22,Blue 52,Hip Games,Action Adventure,50.0,21.0,8.0,5.0,/game/stolen-2005/
Stonefly,Xbox One,2021-06-01,Flight School Studio,MWM Interactive,Action Adventure,64.0,13.0,,,/game/stonefly/
Stop Stress: A Day Of Fury,Wii,2009-12-07,Abylight,Abylight,Action,45.0,12.0,,,/game/stop-stress-a-day-of-fury/
Stories Untold,PC,2017-02-27,No Code,Devolver Digital,Text Adventure,81.0,23.0,7.0,93.0,/game/stories-untold/
Stories: The Path Of Destinies,PlayStation 4,2016-04-12,Spearhead Games,Spearhead Games,Action RPG,73.0,42.0,7.5,148.0,/game/stories-the-path-of-destinies/
Storm,Xbox 360,2013-06-14,EKO Software,Namco Bandai Games,Miscellaneous,64.0,16.0,2.9,8.0,/game/storm/
Storm: Frontline Nation,PC,2011-06-10,SimBin,Just A Game,Turn-Based Strategy,60.0,12.0,8.0,15.0,/game/storm-frontline-nation/
Stormland,PC,2019-11-14,Insomniac Games,Oculus Studios,Open-World Action,81.0,17.0,7.8,34.0,/game/stormland/
Stormrise,PlayStation 3,2009-03-24,Creative Assembly,Sega,Real-Time Strategy,48.0,36.0,6.3,7.0,/game/stormrise/
Story Of Seasons,3DS,2015-03-31,Marvelous AQL,XSEED Games,Strategy,76.0,39.0,8.0,73.0,/game/story-of-seasons/
Story Of Seasons: A Wonderful Life,Nintendo Switch,2023-06-27,Marvelous Inc.,XSEED Games,Virtual Life,72.0,26.0,8.0,38.0,/game/story-of-seasons-a-wonderful-life/
Story Of Seasons: Friends Of Mineral Town,Nintendo Switch,2020-07-14,Marvelous Inc.,XSEED Games,Tycoon,77.0,49.0,8.1,77.0,/game/story-of-seasons-friends-of-mineral-town/
Story Of Seasons: Pioneers Of Olive Town,PC,2021-03-23,Three Rings,XSEED Games,Tycoon,71.0,61.0,7.1,97.0,/game/story-of-seasons-pioneers-of-olive-town/
Story Of Seasons: Trio Of Towns,3DS,2017-02-28,Marvelous Inc.,XSEED Games,Tycoon,74.0,32.0,7.8,51.0,/game/story-of-seasons-trio-of-towns/
Storyteller,PC,2023-03-23,Daniel Benmergui,Annapurna Interactive,Puzzle,70.0,19.0,6.8,42.0,/game/storyteller/
Stranded Deep,PC,2020-04-23,Beam Team Games,Telltale Games,Survival,65.0,7.0,4.3,120.0,/game/stranded-deep/
Stranded Sails: Explorers Of The Cursed Islands,PC,2019-10-17,Lemonbomb Entertainment,rokapublish,Action Adventure,57.0,17.0,6.4,7.0,/game/stranded-sails-explorers-of-the-cursed-islands/
Stranded: Alien Dawn,PC,2023-04-25,Haemimont Games,Frontier Developments,Real-Time Strategy,81.0,12.0,6.1,15.0,/game/stranded-alien-dawn/
Strange Brigade,PlayStation 4,2018-08-28,Rebellion,Sold Out,Third Person Shooter,73.0,36.0,5.9,61.0,/game/strange-brigade/
Strange Horticulture,PC,2022-01-21,Bad Viking,Iceberg Interactive,Adventure,83.0,13.0,6.6,31.0,/game/strange-horticulture/
Strangeland,PC,2021-05-25,Wormwood Studios,Wormwood Studios,Point-and-Click,77.0,17.0,8.0,11.0,/game/strangeland/
Stranger (2007),PC,2008-03-26,Fireglow,cdv Software,Real-Time Strategy,42.0,8.0,,,/game/stranger-2007/
Stranger Things 3: The Game,PC,2019-07-04,BonusXP,Netflix,Action Adventure,53.0,13.0,6.3,14.0,/game/stranger-things-3-the-game/
Stranger Of Paradise: Final Fantasy Origin,PlayStation 4,2022-03-15,Team Ninja,Square Enix,Action RPG,72.0,94.0,7.1,528.0,/game/stranger-of-paradise-final-fantasy-origin/
Stranger Of Sword City,PlayStation Vita,2016-04-26,Experience Inc.,NIS America,RPG,71.0,24.0,8.2,37.0,/game/stranger-of-sword-city/
Stranglehold,Xbox 360,2007-09-05,Midway,Midway,Third Person Shooter,77.0,59.0,7.2,71.0,/game/stranglehold/
Strania,Xbox 360,2011-03-30,G.Rev,G.Rev,Vertical Shoot-'Em-Up,66.0,13.0,,,/game/strania/
Strategic Command: European Theater,PC,2002-07-16,Fury Software,Battlefront.com,Turn-Based Strategy,70.0,8.0,,,/game/strategic-command-european-theater/
Stray,PlayStation 5,2022-07-19,BlueTwelve Studio,Annapurna Interactive,Action Adventure,83.0,106.0,8.4,2358.0,/game/stray/
Stray Blade,Xbox Series X,2023-04-20,Point Blank Games,505 Games,Action RPG,60.0,16.0,6.7,30.0,/game/stray-blade/
Stray Gods: The Roleplaying Musical,PC,2023-08-10,Summerfall Studios,Humble Games,RPG,75.0,37.0,7.7,44.0,/game/stray-gods-the-roleplaying-musical/
Strayed Lights,PlayStation 5,2023-04-25,Embers,Embers,Action Adventure,70.0,15.0,6.9,19.0,/game/strayed-lights/
Street Fighter 6,PlayStation 5,2023-06-02,Capcom,Capcom,2D Fighting,92.0,99.0,7.0,1811.0,/game/street-fighter-6/
Street Fighter Alpha 3,PlayStation,2006-02-07,Capcom,Capcom,2D Fighting,80.0,35.0,8.1,37.0,/game/street-fighter-alpha-3/
Street Fighter Alpha Anthology,PlayStation 2,2006-06-13,Capcom,Capcom,Compilation,79.0,47.0,7.8,12.0,/game/street-fighter-alpha-anthology/
Street Fighter Anniversary Collection,Xbox,2005-02-22,Capcom,Capcom,Compilation,79.0,33.0,6.3,6.0,/game/street-fighter-anniversary-collection/
Street Fighter Ex3,PlayStation 2,2000-10-16,Arika,Capcom,2D Fighting,64.0,17.0,5.8,16.0,/game/street-fighter-ex3/
Street Fighter Ii' Hyper Fighting,Xbox 360,2006-08-02,Sensory Sweep,Capcom,2D Fighting,76.0,33.0,6.2,13.0,/game/street-fighter-ii-hyper-fighting/
Street Fighter Iii: 3Rd Strike - Fight For The Future,Dreamcast,2011-08-24,Iron Galaxy Studios,Capcom,2D Fighting,86.0,41.0,7.6,70.0,/game/street-fighter-iii-3rd-strike/
Street Fighter Iii: Double Impact,Dreamcast,2000-06-19,Capcom,Capcom,2D Fighting,84.0,19.0,8.1,18.0,/game/street-fighter-iii-double-impact/
Street Fighter Iv,PlayStation 3,2009-02-17,Capcom,Capcom,2D Fighting,93.0,77.0,7.3,226.0,/game/street-fighter-iv/
Street Fighter Online: Mouse Generation,PC,2008-07-09,Daletto,Capcom,2D Fighting,,,,,https://www.metacritic.com/game/street-fighter-online-mouse-generation
Street Fighter V,PlayStation 4,2016-02-16,Capcom,Capcom,2D Fighting,77.0,85.0,3.7,1454.0,/game/street-fighter-v/
Street Fighter V: Arcade Edition,PlayStation 4,2018-01-16,Capcom,Capcom,2D Fighting,87.0,40.0,6.5,403.0,/game/street-fighter-v-arcade-edition/
Street Fighter V: Champion Edition,PlayStation 4,2020-02-14,Capcom,Capcom,2D Fighting,82.0,29.0,6.0,165.0,/game/street-fighter-v-champion-edition/
Street Fighter X Mega Man,PC,2012-12-17,Capcom,Capcom,2D Platformer,71.0,11.0,7.8,61.0,/game/street-fighter-x-mega-man/
Street Fighter X Tekken,PlayStation 3,2012-03-06,Capcom,Capcom,2D Fighting,84.0,51.0,5.6,233.0,/game/street-fighter-x-tekken/
Street Fighter: 30Th Anniversary Collection,Xbox One,2018-05-29,Digital Eclipse,Capcom,Compilation,81.0,40.0,7.7,109.0,/game/street-fighter-30th-anniversary-collection/
Street Girls,PC,2024-03-06,BNN,BNN,Puzzle,,,,,https://www.metacritic.com/game/street-girls
Street Hoops,Xbox,2002-08-12,Black Ops Entertainment,Activision,Basketball,58.0,22.0,5.0,,/game/street-hoops/
Street Jam Basketball,Game Boy Advance,2004-04-25,Prograph,Destination Software,Basketball,35.0,7.0,,,/game/street-jam-basketball/
Street Power Soccer,PC,2020-08-25,SFL Interactive,Maximum Games,Soccer,41.0,16.0,,,/game/street-power-soccer/
Street Racing Syndicate,Game Boy Advance,2004-08-31,Eutechnyx,Namco,Auto Racing Sim,62.0,40.0,5.0,18.0,/game/street-racing-syndicate/
Street Supremacy,PSP,2006-02-28,Genki,Konami,Auto Racing Sim,41.0,31.0,,,/game/street-supremacy/
Street Trace: Nyc,Xbox 360,2007-08-22,Gaia Industries,Gaia Industries,Vehicle Combat Sim,44.0,13.0,,,/game/street-trace-nyc/
Streets Of Rage 2,3DS,2015-07-23,M2,Sega,2D Beat-'Em-Up,89.0,15.0,7.8,65.0,/game/streets-of-rage-2/
Streets Of Rage 4,PlayStation 4,2020-04-30,Lizardcube,DotEmu,2D Beat-'Em-Up,84.0,54.0,8.2,366.0,/game/streets-of-rage-4/
Streets Of Rage 4: Mr. X Nightmare,Nintendo Switch,2021-07-15,Lizardcube,DotEmu,2D Beat-'Em-Up,88.0,11.0,7.9,28.0,/game/streets-of-rage-4-mr-x-nightmare/
Streets Of Rogue,PC,2019-07-12,tinyBuild,tinyBuild,Action RPG,82.0,5.0,7.5,11.0,https://www.metacritic.com/game/streets-of-rogue
Strength Of The Sword 3,PlayStation 3,2013-12-10,Ivent Games,Ivent Games,Action Adventure,67.0,15.0,8.1,7.0,/game/strength-of-the-sword-3/
Stretch Panic,PlayStation 2,2001-08-28,Treasure,Conspiracy Entertainment,Action Adventure,65.0,14.0,8.0,6.0,/game/stretch-panic/
Stretchmo,3DS,2015-05-14,Intelligent Systems,Nintendo,Action Puzzle,83.0,13.0,7.9,26.0,/game/stretchmo/
Strictly Come Dancing,Wii,,Ubisoft,Ubisoft,Dancing,,,,,https://www.metacritic.com/game/strictly-come-dancing
Strider,Xbox One,2014-02-18,Double Helix Games,Capcom,Action Adventure,77.0,38.0,7.1,279.0,/game/strider/
Strider 2,PlayStation,2000-07-29,Use,Capcom,Compilation,69.0,15.0,8.1,19.0,/game/strider-2/
Strike Base,PC,,Max Design,Max Design,Rail Shooter,,,,,https://www.metacritic.com/game/strike-base
Strike Fighters: Project 1,PC,2002-10-27,Third Wire,Strategy First,Aircraft Combat Sim,65.0,8.0,7.4,5.0,/game/strike-fighters-project-1/
Strike Force Bowling,PlayStation 2,2004-05-10,Lab Rats Games,Crave,Bowling,48.0,14.0,,,/game/strike-force-bowling/
Strike Force Red Cell,Xbox 360,2009-11-30,,,FPS,,,,,https://www.metacritic.com/game/strike-force-red-cell
Strike Suit Infinity,PC,2013-04-30,Born Ready Games,Born Ready Games,Action,66.0,11.0,7.1,32.0,/game/strike-suit-infinity/
Strike Suit Zero,PC,2013-01-23,Born Ready Games,Born Ready Games,Aircraft Combat Sim,66.0,40.0,7.3,159.0,/game/strike-suit-zero/
Strike Vector,PC,2014-01-28,Ragequit Corporation,Ragequit Corporation,FPS,73.0,22.0,7.7,54.0,/game/strike-vector/
Strike Vector Ex,PlayStation 4,2016-08-30,Ragequit Corporation,Ragequit Corporation,FPS,75.0,12.0,7.0,20.0,/game/strike-vector-ex/
Strikers 1945 Iii,iOS (iPhone/iPad),2022-07-13,Zerodiv,City Connection,Vertical Shoot-'Em-Up,,,,,https://www.metacritic.com/game/strikers-1945-iii
Strikers Edge,PC,2018-01-30,Fun Punch Games,Fun Punch Games,Top-Down Shoot-'Em-Up,68.0,15.0,6.0,6.0,/game/strikers-edge/
Strobophagia | Rave Horror,PC,2020-10-28,Green Tile Digital,Green Tile Digital,Survival,52.0,7.0,,,/game/strobophagia-rave-horror/
Strong Bad'S Cool Game For Attractive People Episode 1: Homestar Ruiner,PC,2008-08-11,Telltale Games,Telltale Games,Compilation,73.0,29.0,7.7,10.0,/game/strong-bads-cool-game-for-attractive-people-episo/
Stronghold,PC,2001-10-21,FireFly Studios,Gathering,Real-Time Strategy,81.0,19.0,8.8,377.0,/game/stronghold/
Stronghold 2,PC,2005-04-18,FireFly Studios,2K Games,Real-Time Strategy,63.0,33.0,7.0,171.0,/game/stronghold-2/
Stronghold 3,PC,2011-10-24,FireFly Studios,SouthPeak Games,Real-Time Strategy,47.0,29.0,3.0,377.0,/game/stronghold-3/
Stronghold Legends,PC,2006-10-23,FireFly Studios,2K Games,Real-Time Strategy,57.0,19.0,7.4,65.0,/game/stronghold-legends/
Stronghold: Crusader,PC,2002-09-25,FireFly Studios,Gathering,Real-Time Strategy,78.0,14.0,8.8,395.0,/game/stronghold-crusader/
Stronghold: Crusader Extreme,PC,2008-06-02,FireFly Studios,Gamecock Media Group,Compilation,45.0,11.0,6.2,59.0,/game/stronghold-crusader-extreme/
Stronghold: Crusader Ii,PC,2014-09-22,FireFly Studios,FireFly Studios,Real-Time Strategy,65.0,30.0,6.0,256.0,/game/stronghold-crusader-2/
Stronghold: Definitive Edition,PC,2023-11-07,FireFly Studios,FireFly Studios,Real-Time Strategy,80.0,7.0,8.6,10.0,/game/stronghold-definitive-edition/
Stronghold: Warlords,PC,2021-03-09,FireFly Studios,FireFly Studios,Command RTS,65.0,28.0,6.2,32.0,/game/stronghold-warlords/
Struggling,PC,2020-08-27,Chasing Rats Games,Chasing Rats Games,2D Platformer,65.0,7.0,7.3,14.0,/game/struggling/
Stuart Little 2,Game Boy Advance,2002-07-12,Creations,Activision,2D Platformer,59.0,10.0,7.8,6.0,/game/stuart-little-2/
Stubbs The Zombie In Rebel Without A Pulse,Xbox,2005-10-18,Wideload Games Inc.,Aspyr,Action Adventure,75.0,55.0,8.5,26.0,/game/stubbs-the-zombie-in-rebel-without-a-pulse/
Stunt Gp,Dreamcast,2001-11-13,Team17,Titus Software,Arcade Racing,49.0,8.0,7.4,11.0,/game/stunt-gp/
Stuntman,PlayStation 2,2002-06-25,Reflections Interactive,Infogrames,Auto Racing,71.0,37.0,5.6,31.0,/game/stuntman/
Stuntman: Ignition,PlayStation 3,2007-08-28,Paradigm Entertainment,THQ,Auto Racing,75.0,38.0,7.8,19.0,/game/stuntman-ignition/
Stupid Invaders,PC,2001-02-21,Xilam,Ubisoft,Adventure,65.0,23.0,7.5,12.0,/game/stupid-invaders/
Stygian: Reign Of The Old Ones,PC,2019-09-26,Cultic Games,Cultic Games,Adventure,81.0,17.0,8.0,88.0,/game/stygian-reign-of-the-old-ones/
Style Savvy: Fashion Forward,3DS,2016-08-19,syn Sophia,Nintendo,Virtual Career,78.0,10.0,6.9,25.0,/game/style-savvy-fashion-forward/
Style Savvy: Styling Star,3DS,2017-12-25,syn Sophia,Nintendo,Virtual Career,80.0,10.0,7.7,25.0,/game/style-savvy-styling-star/
Stylish Girls,PC,2023-10-26,IR Studio,IR Studio,Action,,,,,https://www.metacritic.com/game/stylish-girls
Styx: Master Of Shadows,PC,2014-10-07,Cyanide,Focus Home Interactive,Action Adventure,71.0,31.0,7.2,348.0,/game/styx-master-of-shadows/
Styx: Shards Of Darkness,PlayStation 4,2017-03-14,Cyanide,Focus Home Interactive,Action Adventure,72.0,39.0,7.7,134.0,/game/styx-shards-of-darkness/
Sub Rebellion,PlayStation 2,2002-10-12,Racjin,Metro3D,Marine Combat Sim,71.0,14.0,,,/game/sub-rebellion/
Subject 13,iOS (iPhone/iPad),2015-05-28,Paul Cuisset,Microids,Point-and-Click,59.0,11.0,6.3,16.0,/game/subject-13/
Sublevel Zero,PC,2015-10-08,Sigtrap Games,Mastertronic,Space Combat Sim,71.0,14.0,7.1,9.0,/game/sublevel-zero/
Sublevel Zero Redux,PlayStation 4,2017-03-07,Sigtrap Games,Sigtrap Games,Space Combat Sim,71.0,9.0,5.8,6.0,/game/sublevel-zero-redux/
Submarine Titans,PC,2000-08-03,Ellipse Studios,Strategy First,Command RTS,69.0,16.0,6.8,17.0,/game/submarine-titans/
Submerged,PC,2015-08-04,Uppercut Games Pty Ltd,Uppercut Games Pty Ltd,Action Adventure,56.0,33.0,4.9,43.0,/game/submerged-2015/
Submerged: Hidden Depths,PC,2022-03-10,Uppercut Games Pty Ltd,Uppercut Games Pty Ltd,Third-Person Adventure,72.0,11.0,,,/game/submerged-hidden-depths/
Submersed,PlayStation 4,2019-07-17,Main Loop,"Factoria Cultural Gestio, S.L.",Survival,44.0,8.0,4.7,18.0,/game/submersed/
Subnautica,PC,2018-01-23,Unknown Worlds Entertainment,Unknown Worlds Entertainment,Sandbox,87.0,42.0,8.6,1594.0,/game/subnautica/
Subnautica: Below Zero,PC,2021-05-14,Unknown Worlds Entertainment,Bandai Namco Games,Sandbox,82.0,30.0,7.0,252.0,/game/subnautica-below-zero/
Subsurface Circular,PC,2018-03-01,Mike Bithell,Mike Bithell,Visual Novel,79.0,22.0,7.8,38.0,/game/subsurface-circular/
Successfully Learning German: Year 4,Wii,2011-07-14,Tivola,Tivola,Edutainment,,,,,https://www.metacritic.com/game/successfully-learning-german-year-4
Sucker For Love: First Date,PC,2022-01-20,Akabaka,DreadXP,Visual Novel,77.0,11.0,8.5,16.0,/game/sucker-for-love-first-date/
Sudden Strike,PC,2001-01-23,Fireglow,Strategy First,Strategy,69.0,16.0,7.0,24.0,/game/sudden-strike/
Sudden Strike 3: Arms For Victory,PC,2008-04-01,Fireglow,cdv Software,Real-Time Strategy,63.0,10.0,7.8,5.0,/game/sudden-strike-3-arms-for-victory/
Sudden Strike 4,PC,2017-08-11,Kite Games,Kalypso,Real-Time Strategy,70.0,16.0,7.6,76.0,/game/sudden-strike-4/
Sudden Strike Ii,PC,2002-09-26,Fireglow,cdv Software,Real-Time Strategy,68.0,10.0,8.7,27.0,/game/sudden-strike-ii/
Sudeki,Xbox,2004-07-20,Climax Studios,Microsoft Game Studios,Action RPG,72.0,75.0,7.8,24.0,/game/sudeki/
Sudoku Gridmaster,DS,2006-06-26,AI,Nintendo,Logic Puzzle,62.0,14.0,,,/game/sudoku-gridmaster/
Sudoku For Kids,Nintendo Switch,2023-09-22,RedDeerGames,RedDeerGames,Logic Puzzle,,,,,https://www.metacritic.com/game/sudoku-for-kids
Sugar Girls,PC,,IR Studio,IR Studio,Adventure,,,,,https://www.metacritic.com/game/sugar-girls
Suicide Guy,PC,2018-05-10,Chubby Pixel,Chubby Pixel,Action Adventure,55.0,7.0,6.0,26.0,/game/suicide-guy/
Suicide Squad: Kill The Justice League,Xbox Series X,2024-02-02,Rocksteady Studios,Warner Bros. Interactive Entertainment,Third Person Shooter,60.0,90.0,3.6,1687.0,/game/suicide-squad-kill-the-justice-league/
Suikoden Ii,PlayStation,1999-09-29,Konami,Konami,JRPG,82.0,8.0,9.1,319.0,/game/suikoden-ii/
Suikoden Iii,PlayStation 2,2002-10-24,KCET,Konami,JRPG,86.0,23.0,8.8,119.0,/game/suikoden-iii/
Suikoden Iv,PlayStation 2,2005-01-11,KCET,Konami,JRPG,63.0,44.0,7.2,71.0,/game/suikoden-iv/
Suikoden Tactics,PlayStation 2,2005-11-08,Konami,Konami,Turn-Based Tactics,68.0,31.0,8.3,39.0,/game/suikoden-tactics/
Suikoden Tierkreis,DS,2009-03-17,Konami,Konami,JRPG,76.0,24.0,7.7,53.0,/game/suikoden-tierkreis/
Suikoden V,PlayStation 2,2006-03-21,Konami,Konami,JRPG,76.0,43.0,8.5,121.0,/game/suikoden-v/
Sumioni: Demon Arts,PlayStation Vita,2012-03-20,Acquire,XSEED Games,RPG,57.0,21.0,6.1,14.0,/game/sumioni-demon-arts/
Sumire,Nintendo Switch,2021-05-27,GameTomo,GameTomo,Adventure,86.0,17.0,7.9,15.0,/game/sumire/
Summer Athletics: The Ultimate Challenge,PC,2008-08-04,49Games,Conspiracy Entertainment,Athletics,56.0,13.0,,,/game/summer-athletics-the-ultimate-challenge/
Summer Camp Showdown,Wii,,Digital Embryo,Majesco,Action Adventure,,,,,https://www.metacritic.com/game/boys-vs-girls
Summer Heat Beach Volleyball,PlayStation 2,2003-07-01,Acclaim Studios Cheltenham,Acclaim,Volleyball,65.0,21.0,,,/game/summer-heat-beach-volleyball/
Summer Sports: Paradise Island,Wii,2008-04-15,Destineer,Destineer,Athletics,46.0,7.0,,,/game/summer-sports-paradise-island/
Summer In Mara,Nintendo Switch,2020-06-16,Chibig,Chibig,Adventure,59.0,30.0,7.4,39.0,/game/summer-in-mara/
Summertime Madness,PC,2022-01-26,DP Games,Sometimes You,First-Person Adventure,66.0,5.0,,,https://www.metacritic.com/game/summertime-madness
Summon Night 5,PSP,2015-12-15,Felistella,GAIJINWORKS,Turn-Based Tactics,74.0,7.0,6.8,12.0,/game/summon-night-5/
Summon Night 6: Lost Borders,PlayStation Vita,2017-10-10,Media.Vision,GAIJINWORKS,Turn-Based Tactics,71.0,9.0,7.3,20.0,/game/summon-night-6-lost-borders/
Summon Night: Swordcraft Story,Game Boy Advance,2006-07-26,Flight-Plan,Atlus,Action RPG,77.0,20.0,7.8,22.0,/game/summon-night-swordcraft-story/
Summon Night: Swordcraft Story 2,Game Boy Advance,2006-10-17,Flight-Plan,Atlus,Action RPG,79.0,10.0,8.4,12.0,/game/summon-night-swordcraft-story-2/
Summon Night: Twin Age,DS,2008-06-03,Flight-Plan,Atlus,Action RPG,73.0,21.0,6.5,6.0,/game/summon-night-twin-age/
Summoner,PC,2000-10-24,Volition Inc.,THQ,Action RPG,74.0,16.0,7.6,16.0,/game/summoner/
Summoner 2,PlayStation 2,2002-09-23,Volition Inc.,THQ,Action RPG,76.0,20.0,8.2,12.0,/game/summoner-2/
Summoner: A Goddess Reborn,GameCube,2003-02-04,Cranky Pants Games,THQ,Action RPG,72.0,19.0,7.3,,/game/summoner-a-goddess-reborn/
Sunage,PC,2007-11-30,Vertex4,GamersGate,Command RTS,44.0,14.0,6.0,12.0,/game/sunage/
Sunday Gold,PC,2022-10-13,Bkom,Team17,Turn-Based Strategy,73.0,34.0,6.7,6.0,/game/sunday-gold/
Sundered,PlayStation 4,2017-07-28,Thunder Lotus Games,Thunder Lotus Games,Metroidvania,74.0,40.0,7.4,76.0,/game/sundered/
Sunless Sea,PC,2015-02-06,Failbetter Games,Failbetter Games,Action Adventure,81.0,38.0,7.5,177.0,/game/sunless-sea/
Sunless Skies,PC,2019-01-31,Failbetter Games,Failbetter Games,Action Adventure,87.0,35.0,6.8,84.0,/game/sunless-skies/
Sunlight,PC,2021-01-14,Krillbite Studio,Krillbite Studio,First-Person Adventure,83.0,7.0,4.8,11.0,/game/sunlight/
Sunny Garcia Surfing,PlayStation 2,2001-10-22,Krome Studios,Ubisoft,Surfing,61.0,11.0,,,/game/sunny-garcia-surfing/
Sunset (2015),PC,2015-05-21,Tale of Tales,Tale of Tales,First-Person Adventure,66.0,34.0,3.0,68.0,/game/sunset-2015/
Sunset Overdrive,Xbox One,2014-10-28,Insomniac Games,Microsoft Game Studios,Third Person Shooter,81.0,89.0,7.9,1565.0,/game/sunset-overdrive/
Sunset Overdrive And The Mystery Of The Mooil Rig!,Xbox One,2014-12-23,Insomniac Games,Microsoft Game Studios,Third Person Shooter,65.0,9.0,7.1,35.0,/game/sunset-overdrive-and-the-mystery-of-the-mooil-rig/
Supaplex,PC,,,,Action Puzzle,,,,,https://www.metacritic.com/game/supaplex
Super Animal Royale,PC,2021-08-26,Pixile,Modus Games,Top-Down Shoot-'Em-Up,73.0,4.0,7.5,13.0,https://www.metacritic.com/game/super-animal-royale
Super Army War,Game Boy Advance,2005-02-22,Neko Entertainment,Atlus,Vertical Shoot-'Em-Up,58.0,8.0,,,/game/super-army-war/
Super Beat Sports,Nintendo Switch,2017-11-02,Harmonix Music Systems,Harmonix Music Systems,Rhythm,68.0,12.0,7.1,14.0,/game/super-beat-sports/
Super Blood Hockey,PC,2019-04-26,Kittehface Software,Digerati Distribution,Hockey,65.0,7.0,5.4,13.0,/game/super-blood-hockey/
Super Bomberman R,Nintendo Switch,2017-03-03,Konami,Konami,Action Puzzle,62.0,64.0,6.7,340.0,/game/super-bomberman-r/
Super Bomberman R 2,Nintendo Switch,2023-09-13,Konami,Konami,Action Puzzle,68.0,15.0,5.7,19.0,/game/super-bomberman-r-2/
